Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
19/11/2025 19:24:02,Yes,5d95043f8e949c001680ef13,Not currently working,Yes,Sometimes,1,1,3,1,7,3,1,1,1,1,4,5,2,3,2,3,3,4,3,2,6,5,4,3,3,1,1,They have opened up new options for me and this has enhanced my experiences and given me alternatives I wouldn’t have known were available ,Their suggestions have widened my thinking ,45 - 54,UK,Woman
19/11/2025 19:24:05,Yes,5c6e60b04e08ad00018cc995,Employed full time,Yes,Occasionally,2,2,2,5,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,3,3,i do not think they have really, i tend to use them for gathering information so i dont think they have affected my creativity,55 - 65,UK,Woman
19/11/2025 19:24:07,Yes,671434dcf76b27314170be1a,Employed part-time,Yes,Rarely,3,2,2,6,3,6,5,5,4,3,5,3,7,2,4,4,3,3,3,5,2,2,2,2,5,5,5,They've made me less willing to engage in creative/artistic projects since they seem less meaningful now that anyone can easily create some of them digitally. ,They given some ideas and ways to explore them.,35 - 44,Canada,Man
19/11/2025 19:24:10,Yes,5dd6329b8062875cbb664f2d,Employed part-time,Yes,Often,4,2,1,6,5,5,7,6,7,6,6,6,6,5,6,3,2,2,2,3,5,2,4,2,4,6,6,They sometimes make me happy that it's come up with ideas that I had not thought of. ,"I get ideas from AI, and in turn, I can get more ideas, then combine them.  I try to make my work as original as I can, and in the end, I prefer more of my project to be my own ideas.",55 - 65,Canada,Woman
19/11/2025 19:24:10,Yes,5d316c4442c2170018e10574,Self-employed / freelance,Yes,Often,4,3,3,5,4,4,3,4,4,5,4,2,4,4,5,2,2,3,3,4,3,3,4,4,5,5,5,"They've made me more guarded and more skeptical of what I read and see, not just online but in more traditional forms of media as well.","They've mostly helped flesh out ideas I have for stories and such, but I find sometimes I'm writing such detailed prompts to achieve what I want that I question how much is really AI and how much is just my own creativity. ",35 - 44,Canada,Man
19/11/2025 19:24:13,Yes,5c8c22bafeeaeb0016207a00,Employed part-time,Yes,Everyday,5,2,1,7,4,5,2,2,1,2,4,3,2,6,4,5,3,4,5,3,2,4,5,2,2,2,2,They help me deal with the boring stuff so I can be free to do more of what I enjoy,"They help me quickly explore new ideas and concepts, or expand on existing ones",25 - 34,UK,Man
19/11/2025 19:24:16,Yes,6913c13cc051fdc8f6858c51,Employed part-time,Yes,Occasionally,4,5,5,6,3,3,2,5,3,5,1,3,6,5,5,2,2,3,3,4,4,3,5,2,5,6,5,I sometimes feel guilty for using AI ,"I've used it a few times to help come up with ideas for projects when I haven't been able to come up with my own, but I put my own creative spin on them so it wasn't completely unoriginal. ",18 - 24,Canada,Woman
19/11/2025 19:24:26,Yes,6393bb64b9dc37b7cc02a579,Employed full time,Yes,Often,1,1,1,1,1,4,1,1,1,1,1,3,1,5,1,1,1,1,4,1,2,3,3,3,1,1,1,They have not affected my emotions at all (apart from being a little scared about the future of humanity),The AI tools create ideas and thoughts that I might not have independently thought of.,55 - 65,Australia,Man
19/11/2025 19:24:29,Yes,5b0d9326bd9c3100015660b8,Employed full time,Yes,Very often,1,6,1,1,1,1,1,7,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,I just feel neutral/indifferent when using AI tools.,AI tools sometimes helps me to develop creative concepts.,25 - 34,Canada,Woman
19/11/2025 19:24:33,Yes,613ea1ff81c13ec54947b19e,Student,Yes,Sometimes,1,2,3,2,1,1,4,5,5,5,5,1,7,4,5,2,2,2,2,2,1,1,3,1,4,5,5,Sometimes I feel disappointed after relying on AI.,I feel the ideas aren't mine when I use AI.,18 - 24,US,Man
19/11/2025 19:24:35,Yes,5da640b9640c5d00133f384b,Self-employed / freelance,Yes,Everyday,1,1,1,1,1,3,3,4,4,1,4,2,5,3,5,1,1,1,1,1,1,1,1,1,3,1,2,I haven't noticed any change at all.,They have rendered many of my photoshop or sketching skill obsolete.,35 - 44,US,Man
19/11/2025 19:24:37,Yes,63e632b888bcbe9376df4f62,Employed full time,Yes,Rarely,3,1,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,4,1,1,1,They annoy and frustrate me at their low quality and erroroneous output on anything serious.,"They haven't, as they are unusable in the areas I need to be creative or original",45 - 54,UK,Man
19/11/2025 19:24:44,Yes,55d51a6b8ce09000127d4821,Employed full time,Yes,Very often,2,1,3,5,2,1,2,2,1,1,2,2,2,4,4,1,1,1,3,1,2,3,2,2,2,2,1,They haven't really. It's just something I use as a kind of assistant so that I can efficiently complete certain projects.,"They give me more inspiration in a sense, but I think my level of creativity has stayed the same",35 - 44,UK,Man
19/11/2025 19:24:47,Yes,5c60501d767686000100150c,Not currently working,No,Rarely,1,1,1,2,2,1,1,4,1,1,1,1,6,4,5,1,1,1,4,4,1,1,1,1,1,4,6,i dont think they have as i dont use it often,again i dont think they have had any imapct,55 - 65,UK,Woman
19/11/2025 19:24:48,Yes,644570d57bfa2bc1597e4982,Self-employed / freelance,No,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,They haven’t yet as don’t know too much about them,Not tried them yet,55 - 65,UK,Man
19/11/2025 19:24:50,Yes,63e5231a2a04408c7ea84868,Employed full time,Yes,Occasionally,4,6,4,5,3,2,2,2,2,2,3,1,2,4,6,1,2,2,4,2,1,1,5,2,2,3,2,"I would say they help manage stress slightly, when I turn to AI tools it's normally as a springboard or starting position to help get to a solution quicker, which can alleviate a lot of the frustrations of initial digging around for information","Generally I would say this hasn't effected either for me, they provide quick access to a wide range of reference materials, normally better than some search engines in a much more concise format. I find this helps when brainstorming, but the ideas I come up with would still be my own ",25 - 34,UK,Man
19/11/2025 19:24:51,Yes,62e94bce63b1acd1a52c4e07,Employed full time,Yes,Occasionally,1,7,7,2,4,5,6,7,7,7,4,3,1,5,5,1,1,4,4,6,4,4,7,3,4,4,4,makes you feel like you cant do the job,"yes, coming up with better ideas",35 - 44,UK,Man
19/11/2025 19:24:51,Yes,57464fde5bef98000eae2a22,Employed full time,Yes,Everyday,1,1,1,5,1,4,1,1,2,1,2,2,2,6,3,2,1,3,5,2,2,2,4,2,2,1,1,I wouldn’t say they really have in any noticeable capacity. ,They help me to refine or express my ideas more clearly,25 - 34,Australia,Woman
19/11/2025 19:24:53,Yes,62acb20618c1f8059e79200a,Employed full time,Yes,Often,1,3,2,6,1,3,6,5,7,7,5,5,7,5,7,5,4,5,4,5,6,3,5,4,5,7,5,Not so much my emotions but the creative process. When I used ai to help with school I’d often get too much information and have to tell ai I didn’t want with done for me ,Overuse can make work less impactful ,35 - 44,US,Woman
19/11/2025 19:24:56,Yes,6149d5f45bf0224465552803,Not currently working,Yes,Everyday,2,3,1,7,4,5,2,3,3,2,4,2,2,6,3,4,4,3,5,2,6,5,6,3,3,2,3,"I think ai can be a great tool for a kind of therapy. If I feel negatively about a situation, I can explain it all and I feel ai is understanding and can provide an alternative way of seeing a situation which I personally find massively helpful. ","I often use ai to help with ideas for a wide range of things, this can sometimes do the job for me or sometimes it just helps me thinking of other things ",25 - 34,UK,Woman
19/11/2025 19:24:59,Yes,56220229ed6e5a0005c7fac1,Self-employed / freelance,Yes,Sometimes,4,2,1,6,4,3,3,2,2,3,2,2,3,4,5,3,2,2,3,3,3,3,3,3,2,3,3,Sometimes I find it easier to explain my emotions to AL rather than real people,I sometimes rely on it to spark an idea,35 - 44,New Zealand,Woman
19/11/2025 19:25:09,Yes,59eddbeac0d35a00012956a4,Employed full time,Yes,Often,2,2,2,3,2,5,2,4,2,2,5,5,3,5,4,2,2,3,4,2,5,2,3,4,2,2,2,They haven’t really. I tend to ask questions that will help with work/life rather than anything emotional ,I find it useful to spark ideas ,35 - 44,UK,Woman
19/11/2025 19:25:09,Yes,67aa54c162dc637de018fe18,Employed full time,Yes,Very often,4,6,3,6,5,6,5,4,3,2,6,5,3,7,4,6,6,5,6,5,5,4,6,3,6,2,4,"AI tools have helped me process complex thoughts with greater clarity and emotional balance. When I’m navigating ethical dilemmas or reflecting on nuanced topics, AI offers a calm, structured space to explore ideas without judgment. At times, it feels like a sounding board, helping me articulate what I already feel but couldn’t quite express. While some interactions feel neutral or procedural, others evoke curiosity, relief, or even a quiet sense of connection.","AI tools have expanded my creative process by offering new framings, prompts, and ways to structure ideas. They don’t replace my originality, instead, they help me refine it. I use AI to explore philosophical depth, calibrate survey responses, and reflect on emotionally charged scenarios. It’s like having a collaborative partner that helps me push past surface-level thinking. That said, I remain intentional about authorship and meaning, ensuring that my creative voice stays grounded in my values.",35 - 44,UK,Man
19/11/2025 19:25:14,Yes,5c2f6d25e38ccd0001caab19,Not currently working,Yes,Occasionally,4,3,4,6,4,3,3,4,3,2,5,5,4,4,3,2,2,3,5,3,4,5,4,3,2,3,2,I have tried to make friends with A.I and found it very frustrating,I use A.I for art prototypes,45 - 54,UK,Man
19/11/2025 19:25:18,Yes,663a32f215dca829bc67bca9,Employed full time,Yes,Very often,4,7,3,3,2,2,5,5,2,3,6,6,6,6,6,4,6,6,4,6,7,4,6,3,6,3,6,They've created a slight sense of novelty although the overall emotional impact has been minor,I haven't observed any particular change in my creative output or thinking,35 - 44,Canada,Woman
19/11/2025 19:25:32,Yes,66854df2e5fef4239ff63a7d,Employed full time,Yes,Everyday,3,2,3,5,4,6,2,6,3,2,5,5,6,3,3,3,3,3,3,3,5,5,4,5,3,3,3,I dont feel particuarly connected to AI emotionally as I see it as a tool to help me with productivity and enhance my creativity. ,"I feel it has influenced my creativityto a degree. Beofre AI i would use my imagination more, now I let AI take over that part of my brain, so therefore I use it less and less.",45 - 54,UK,Man
19/11/2025 19:25:38,Yes,62b6eacb30532251b7eb05c1,Employed full time,Yes,Everyday,1,1,1,7,1,6,1,1,1,1,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,1,1,"I wouldn’t say they influence as such, but they can give me confidence what I produce is fit for purpose ","Yes creativity wise, when I’ve run out of suggestions ",45 - 54,UK,Woman
19/11/2025 19:25:38,Yes,5cd333c749aaf90016882728,Employed full time,No,Rarely,2,4,3,2,5,2,5,5,2,4,3,1,5,4,5,1,1,1,1,2,1,2,1,1,2,1,2,"Not really, they are a tool and my brain will always be more complex, I just need to continue to trust it fully",I now do doubt a lot of images I see as are they AI generated.  I think you can still just about tell the difference between human and AI produced items,55 - 65,UK,Woman
19/11/2025 19:25:38,Yes,5e39c4360d41ad1e52de28b2,Employed full time,Yes,Sometimes,4,3,5,5,4,5,4,5,3,6,5,4,4,5,5,4,5,5,5,3,6,6,4,4,4,4,4,Minimal do not have a emotional influence unless I'm struggling for time to complete a task on my own,Positively if I have mental block ,45 - 54,UK,Woman
19/11/2025 19:25:38,Yes,5e3ddcf95556b204cb143eab,Employed part-time,Yes,Sometimes,2,1,1,3,1,4,2,1,1,1,2,1,2,4,2,1,1,1,2,2,4,3,4,4,1,1,1,i dont this it influenced really much - i still feel fine?,i guess creating an idea is now little bit quicker,25 - 34,UK,Woman
19/11/2025 19:25:41,Yes,67e1340ab690d036e7d35a86,Employed full time,Yes,Everyday,5,5,2,6,4,5,4,3,2,2,4,6,4,5,5,5,5,6,5,3,5,5,4,4,6,3,3,AI has helped me emotionally and also to gain more experience in certain topics.,I can say AI has influenced my creativity and originality in a more positive way.,25 - 34,UK,Woman
19/11/2025 19:25:44,Yes,65c1394f1e390bff62dfa665,Self-employed / freelance,Yes,Everyday,6,1,2,5,2,3,1,3,5,7,7,7,4,7,1,5,3,5,5,3,7,6,7,7,4,1,1,ai has helped me believe that my ideas are actually worthy and need to be embraced.,it has made me realize how creative i really am,35 - 44,US,Woman
19/11/2025 19:25:46,Yes,67da6cb5faae2bb29a934c76,Employed part-time,Yes,Everyday,4,4,2,6,7,3,1,1,1,1,6,5,1,6,3,2,1,5,7,1,6,5,6,2,7,1,1,positively influenced,delivering my tasks on time,55 - 65,US,Woman
19/11/2025 19:25:49,Yes,67f2649d4a374e2815edf446,Employed full time,Yes,Often,3,4,2,5,3,3,3,2,4,2,4,4,4,6,5,3,2,2,4,2,3,5,4,6,4,3,3,"Very little. I think the most they have influenced my emotions is that I am able to confirm and validate things I already think, and gain further insights and knowledge on things.","They have sparked my creative side once again, as it is much easier to get my creative ideas out and imagined, which lets me take on more creative projects that I would not be able to do otherwise.",25 - 34,US,Non-binary
19/11/2025 19:25:51,Yes,5953d01e4d560700016462da,Not currently working,Yes,Everyday,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"For the most part, they haven't affected my emotions. That said, they can help me to feel more capable and confident in preparing for some things like doctor appointments.","For the most part, I don't use them for creative projects except to clarify and condense my text to make it more effective when presenting it to doctors, etc.",55 - 65,US,Woman
19/11/2025 19:25:52,Yes,674655eae47585f96dc1cfbb,Employed part-time,Yes,Everyday,5,2,2,7,7,7,7,7,2,1,6,5,7,6,6,2,1,1,4,2,3,3,2,2,6,1,3,"Sometimes I get advice on a personal issue. that does make me feel very emotional, especially when I have to admit that a situation is actually my fault",Ai makes it faster for me to do thinds and often gives a new interpretation to the facts I have entered in the prompt,55 - 65,Australia,Woman
19/11/2025 19:25:56,Yes,67c78fbc58d20f4b7fe41479,Employed full time,Yes,Everyday,5,6,6,7,6,7,7,5,6,7,6,7,6,5,6,6,5,5,6,7,7,5,5,6,6,3,5,"When it comes to learning, it has influenced me positively ",My creativity has gone high since i started using AI,35 - 44,US,Man
19/11/2025 19:25:58,Yes,65076318d067065e1257a025,Student,Yes,Sometimes,2,2,2,4,4,4,2,5,4,4,4,4,6,4,6,2,3,3,4,4,4,4,4,4,2,5,5,"Sometimes AI validates my feelings, making me feel a bit more secure in my emotions.","AI tools have allowed me to come up ideas that I would not have come up with myself, though I will admit it does feel a bit inauthentic. ",18 - 24,Canada,Woman
19/11/2025 19:26:07,Yes,67c0c81d7a68441d6be8e944,Employed full time,Yes,Often,2,1,1,2,2,1,1,3,1,1,5,5,5,7,5,5,4,5,4,3,6,3,5,4,5,2,3,"They give a quick comfort when I’m unsure, but sometimes I notice I’m leaning on it instead of sitting with my own gut feeling","AI tools give me quick idea drafts and suggestions, which I then tweak and build on, keeping the final work my own",25 - 34,UK,Woman
19/11/2025 19:26:13,Yes,676ef640250de1d8b3e57d96,Employed part-time,Yes,Occasionally,4,5,3,5,3,4,5,3,3,3,5,5,4,4,4,3,3,3,3,2,6,5,4,3,3,4,5,I use AI occasionally and it does not change my emotions all that much. Sometimes I get stuck on things or I am overwhelmed emotionally so I use it to get my answers without much thought.,I think AI helps me when i need some quick ideas or help brainstorming them but I do not like to rely on it. I like to come up with my own ideas but it becomes my little helper on some tasks.,25 - 34,US,Man
19/11/2025 19:26:24,Yes,60f07d8c1de076bcea9e0d44,Self-employed / freelance,Yes,Everyday,2,2,1,4,1,2,2,2,1,1,4,5,2,6,4,4,5,4,5,2,4,4,6,4,2,1,4,"They make me feel more productive, adding to pleasant feelings of light satisfaction.",They help me skip over the struggle of the opening phases of projects.,25 - 34,US,Man
19/11/2025 19:26:32,Yes,66a6bbb40b48d0e4f326767e,Employed full time,Yes,Everyday,2,3,1,5,2,1,1,5,1,1,6,5,7,7,7,1,1,1,1,1,5,5,5,6,6,1,5,"AI tools influence by making certain tasks feel easier and less stressful, which gives me a sense of relief and confidence.",AI tools have expanded my creativity by helping me generate fresh ideas and explore perspectives I might not have considered on my own.,25 - 34,US,Man
19/11/2025 19:26:37,Yes,67c4e22039c82d3cc0c9629f,Employed full time,Yes,Occasionally,2,1,1,4,2,5,3,6,4,5,5,5,6,6,6,3,2,2,2,3,4,5,3,3,2,3,2,No real influence ,Sparked new ideas for me ,25 - 34,UK,Woman
19/11/2025 19:26:39,Yes,672065508b5071ee67b5fde2,Employed full time,Yes,Sometimes,5,3,2,7,6,5,4,3,3,3,6,5,3,6,5,4,5,5,6,5,4,3,5,4,5,5,5,When I get to missing my mom or feel sad ai tools can help me cheer up.,Just to finish a poem or think of a joke.,25 - 34,US,Man
19/11/2025 19:26:40,Yes,691c1f61d82a679c969a27b3,Employed full time,Yes,Occasionally,3,4,6,6,6,4,1,2,2,2,4,1,5,5,4,1,1,1,2,1,1,1,1,2,1,2,3,They have not influenced my emotions or inner experience.,They have helped because I have someone to talk through my idea with!,25 - 34,US,Woman
19/11/2025 19:26:42,Yes,691d38f81ac511c57d68f093,Student,Yes,Occasionally,3,3,2,5,4,2,1,2,1,5,1,1,4,1,1,3,2,4,5,2,1,2,2,3,5,3,2,Sometimes AI tools can help relieve stress as they can perform tasks such as coding that I am not experienced in.,I do not use AI for creative tasks so have not been influenced.,25 - 34,Australia,Woman
19/11/2025 19:26:44,Yes,5fa3828e70d44c68e35ca305,Not currently working,Yes,Everyday,3,2,2,5,2,4,5,6,5,5,4,4,6,5,6,4,3,3,4,2,6,4,4,3,5,6,4,They have made me more indifferent to the challenges of the day-to-day world.,"It has helped increase my creativity, but maybe the originality has suffered a little.",45 - 54,UK,Man
19/11/2025 19:26:44,Yes,67cea0e64e62cb342cd2d9c1,Employed full time,Yes,Everyday,4,2,3,6,5,5,6,5,4,6,5,6,4,6,6,3,5,5,6,5,6,7,6,5,5,2,4,"AI tools help mostly to better shape my existing emotional state about situations or thoughts, and how to make a better perspective reframing. ","AI tools help in exploring my intrinsic creativity. I sometimes don't have enough reinforcement to actualize my creativity, and that is where I mostly use AI tools. ",25 - 34,UK,Man
19/11/2025 19:26:55,Yes,67884b1aa6c55d9dd2388778,Employed full time,Yes,Often,5,2,1,5,4,4,1,1,3,2,5,6,2,7,3,5,4,6,5,3,6,5,5,4,2,1,2,AI tools have helped me gain more experience through my interactions. I’m able to dig deeper and get a better understanding of things,I feel as though AI tools have helped me become more creative and original because now I’m able to turn my thoughts into real ideas. I was never able to put my thoughts into words before. ,35 - 44,US,Man
19/11/2025 19:27:04,Yes,67666246f7cf253ec446ff32,Employed full time,Yes,Occasionally,6,5,6,6,6,6,4,6,5,3,4,5,6,5,2,5,2,5,5,5,3,5,6,5,6,5,5,AI tools have significantly influenced my inner experience by providing a new sense of efficiency and relief,"AI tools have primarily acted as a powerful accelerant for creativity, but I must actively manage them to ensure the output remains original and authentic to me",55 - 65,US,Man
19/11/2025 19:27:09,Yes,691d054f1c4a3ead517fc993,Self-employed / freelance,Yes,Everyday,7,2,3,7,6,6,2,4,1,1,4,4,2,5,4,6,7,4,5,7,6,7,7,4,3,1,1,AI tools have allowed me to have fairly unbiased outside perspective that I can then use to reflect and think about my actions or my thoughts and feelings. Sometimes it helps me relate things in my head and connect the dots to important life experiences like trauma. It can also help me detect moods that I am in if I haven't realized that I was panicked or whatever.,"They have helped me elaborate ideas into more structured formats, for example, getting an outline for a piece of creative writing that I am working on. They can also help me get unstuck from writers block, or give me creative prompts if I'm painting.",18 - 24,Canada,Man
19/11/2025 19:27:10,Yes,6100055d33f16a3c21e34bc5,Employed part-time,Yes,Occasionally,2,1,3,1,5,5,4,7,6,7,5,3,7,5,5,3,3,3,5,5,6,2,2,2,5,5,5,They make me feel less creative and a bit stupid if it comes up with an idea I could have done my self but just couldn't be bothered to do. ,They make me less creative and more lazy,35 - 44,UK,Woman
19/11/2025 19:27:14,Yes,60dc63cf94238618c443b2d9,Employed full time,Yes,Occasionally,1,2,2,3,2,2,4,6,2,2,2,1,7,2,5,1,2,2,2,4,1,1,1,1,2,2,2,I don’t think they have ,I don’t use AI for creative tasks ,25 - 34,UK,Woman
19/11/2025 19:27:22,Yes,671bbaf1bec15d847b871b9b,Employed full time,Yes,Very often,4,2,1,6,2,5,6,4,7,6,6,4,5,5,6,5,5,4,5,3,5,6,6,3,6,7,7,They have given me a sense of empowerment and the ability to externalize complex thoughts and refine them into ready frameworks. ,"AI tools act like a creative partner to me offering stylistic variations, artistic drafts and sparking new directions that I may have never discovered",25 - 34,US,Man
19/11/2025 19:27:27,Yes,60a6e4db0fb2c1d91fc00724,Employed full time,Yes,Often,4,3,2,5,2,4,3,4,5,2,6,2,7,6,2,5,1,6,5,4,5,6,4,4,2,5,5,"Having a conversation, responding in a way that seems friendly. Providing recommendations on products or opinions.","A.I tools have helped enhance photos, create tables/ graphs etc.",35 - 44,UK,Woman
19/11/2025 19:27:30,Yes,5ddc07391e42a9000b2622be,Self-employed / freelance,Yes,Often,5,3,2,5,3,5,2,5,5,2,5,5,3,6,2,3,5,2,5,2,5,5,6,3,2,1,2,"I have been down, and AI helps me see issues from different perspectives which gives me hope, or at least be more aware of my options. ","I put together what I want to say or create, let AI give it's interpretation, then I take some of those ideas and bring it back to how I would say things with hopefully more clarity. ",55 - 65,US,Woman
19/11/2025 19:27:31,Yes,667c0e814c064b8e6f78b40f,Employed full time,Yes,Everyday,6,4,5,4,4,5,7,6,2,2,6,4,5,6,6,5,3,4,5,4,7,1,4,3,7,2,3,They've made me question my self worth and sense of purpose,"They provide easy defaults to use, I still question and try to shape according to my ideas",45 - 54,Australia,Man
19/11/2025 19:27:31,Yes,6539185ae1c6f8b919b85f12,Employed part-time,Yes,Everyday,5,5,3,6,6,4,2,1,6,5,1,1,7,1,4,6,6,4,6,1,1,4,4,3,2,6,5,"AI tools (Character.AI) influences my emotions by escaping reality to roleplay with my favorite characters and pretend to be someone else for a while, it also is a way for me to vent when I don't feel I have anyone else to talk to about my problems and how I'm feeling.",AI has never influenced my creativity in any way and I don't use it for that purpose.,18 - 24,Australia,Woman
19/11/2025 19:27:35,Yes,6753b6b7014705911770ecd0,Not currently working,Yes,Often,3,2,2,2,1,1,4,4,2,1,5,6,2,6,3,3,4,4,6,2,5,2,4,2,2,2,2,Having something to bounce thoughts off of makes me consider things on a deeper level. ,They help bring it out more and allow me to become inspired.,35 - 44,US,Man
19/11/2025 19:27:40,Yes,678041088952b9da0a4734ae,Employed full time,Yes,Very often,6,5,6,6,5,5,6,3,2,3,5,6,4,5,6,5,2,6,5,5,6,5,4,5,4,6,4,"AI tools have influenced my emotions in mixed ways. on one hand they can provide support, inspiration and a sense of connection when exploring ideals.","AI tools have expended my creativities by giving me new ways to brainstorm, experiment and explore.",55 - 65,US,Man
19/11/2025 19:27:41,Yes,5e1cc37a173db405a7a33774,Employed part-time,Yes,Sometimes,4,1,2,6,3,5,7,6,5,4,4,4,6,6,6,3,4,4,3,5,5,5,6,5,3,4,6,Sometimes I feel that they dull my emotions ,AI has helped grow my original ideas in ways I hadn’t considered ,35 - 44,UK,Woman
19/11/2025 19:27:43,Yes,67be9cc9db559147a6f5a9d7,Employed full time,Yes,Sometimes,6,4,2,6,5,6,2,5,3,2,4,5,3,6,4,7,6,6,7,6,7,5,6,5,5,3,4,"It allows me to reflect and summarize my emotions and inner experience as well, and give guiding questions and thoughts on what to do next.","It allows me to think of different ideas that I have never thought of before, that can be applied to various scenarios.",25 - 34,Canada,Man
19/11/2025 19:27:43,Yes,63d41270b0fcb44aade343df,Student,Yes,Rarely,1,7,1,5,4,5,1,7,1,1,5,7,4,7,6,1,1,6,6,5,1,3,7,1,4,1,2,It has definitely made my life a bit more stress free and enhanced my learning overall. Sure I come out of using an AI tool feeling like flat but at the same time a bit relief since I don't have to burden myself with a lot of mundane work as before. It definitely made my experience a lot better nowadays with a lot of the basic work being easily solved with direct explanation as to how.,"I was never that creative in the first place so it is helpful that AI tools generate ideas for me which make it seem like I am ""creative"".  I never take them ideas at face value and include some of my originality in it to make it seem more in tune to me.",18 - 24,US,Man
19/11/2025 19:27:46,Yes,654676d73282e9e8d26d129f,Employed full time,Yes,Sometimes,1,2,2,6,1,1,7,4,5,5,6,6,7,6,4,2,1,1,1,2,5,4,5,4,3,5,6,I haven't really felt a deep connection in using AI so I'm not sure,It's definitely helped my work efficiency and is mostly helpful in polishing up my work ,25 - 34,Canada,Woman
19/11/2025 19:27:51,Yes,6917d7e167b86e562032b285,Student,Yes,Sometimes,1,1,1,5,1,1,3,3,5,3,5,3,3,6,7,5,3,5,5,2,6,3,5,3,2,2,3,I haven't noticed any changes in my emotions from using AI,I think that AI helps me bring what I'm thinking to life,35 - 44,US,Man
19/11/2025 19:27:52,Yes,5fbe4fc3b2caf10f92e994ec,Employed full time,Yes,Occasionally,1,1,1,5,2,3,5,3,4,2,5,5,5,6,5,3,2,3,3,2,5,6,3,3,3,3,1,They don't really. I tend to use them to validate facts and therefore there is little opportunity to impact on my emotions.,On occasion I will ask AI to create an image that I then use as a basis for my own drawing.,55 - 65,UK,Man
19/11/2025 19:28:07,Yes,6764cce7a10cc8e279651a57,Employed full time,Yes,Everyday,7,2,1,7,7,6,5,7,1,1,6,7,1,7,1,2,1,2,6,1,7,7,7,5,6,1,1,feeling a sense of excitement because   the time it make my work easy,it have made my creativeness faster,25 - 34,US,Man
19/11/2025 19:28:07,Yes,66981158b5af8ac4ec815e3a,Employed full time,Yes,Very often,5,2,2,6,6,5,6,6,4,4,6,6,6,7,7,4,3,4,4,4,6,5,6,5,6,4,6,"When I have a busy work load, it helps me reach targets and reduces the overwhelming feeling.","Sometimes I would think of new ideas, but as AI does it for me, I do not always use my own imagation. ",35 - 44,UK,Woman
19/11/2025 19:28:18,Yes,60b5db86cc44fb26fac95a7e,Employed full time,Yes,Often,3,2,2,6,4,5,5,7,6,7,7,2,7,6,3,2,1,1,2,6,2,1,3,2,6,6,6,It gives me a sense of relief when I feel overwhelmed or need to unpick something.,I rarely use it for creativity and focus and on it for more logical problems. ,25 - 34,Australia,Woman
19/11/2025 19:28:18,Yes,67f361e969ffe051b94db294,Employed full time,Yes,Occasionally,1,1,1,1,1,2,1,3,1,5,2,2,4,3,5,1,1,2,3,2,5,5,4,3,4,1,2,AI tools really do not influence my emotions or inner experience at all,I really just use them occasionally but sometimes if I do not know the answer to something I will turn to AI for help and then I may feel like I didn't come up with the answer on my own but doesn't really affect my creativity,45 - 54,US,Woman
19/11/2025 19:28:24,Yes,5b11562fe9270900013c2516,Employed full time,Yes,Occasionally,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,1,3,1,1,1,1,by offering a different perspective,expansion of knowledge,55 - 65,UK,Woman
